"relyr" "recyr" "relarea" "recarea" "lrel" "T" "R"
1999 2013 1 1 6 15 0
2000 2013 1 1 6 24 0
2003 2013 1 1 6 8 0
2004 2013 1 1 6 18 0
2005 2013 1 1 6 3 0
2008 2013 1 1 6 1 0
1996 2014 1 1 6 37 0
1997 2014 1 1 6 24 0
1998 2014 1 1 6 29 0
1999 2014 1 1 6 15 0
2000 2014 1 1 6 24 0
2003 2014 1 1 6 8 0
2004 2014 1 1 6 18 0
2005 2014 1 1 6 3 0
2008 2014 1 1 6 1 0
1996 2015 1 1 6 37 0
1997 2015 1 1 6 24 0
1998 2015 1 1 6 29 0
1999 2015 1 1 6 15 0
2000 2015 1 1 6 24 0
2003 2015 1 1 6 8 0
2004 2015 1 1 6 18 0
2005 2015 1 1 6 3 0
2008 2015 1 1 6 1 0
2014 2015 1 1 6 6 0
1996 2016 1 1 6 37 0
1997 2016 1 1 6 24 0
1998 2016 1 1 6 29 0
1999 2016 1 1 6 15 0
2000 2016 1 1 6 24 0
2003 2016 1 1 6 8 0
2004 2016 1 1 6 18 0
2005 2016 1 1 6 3 0
2008 2016 1 1 6 1 0
2014 2016 1 1 6 6 0
1996 2017 1 1 6 37 0
1997 2017 1 1 6 24 0
1998 2017 1 1 6 29 0
1999 2017 1 1 6 15 0
2000 2017 1 1 6 24 0
2003 2017 1 1 6 8 0
2004 2017 1 1 6 18 0
2005 2017 1 1 6 3 0
2008 2017 1 1 6 1 0
2014 2017 1 1 6 6 0
2016 2017 1 1 6 1 0
1996 2018 1 1 6 37 0
1997 2018 1 1 6 24 0
1998 2018 1 1 6 29 0
1999 2018 1 1 6 15 0
2000 2018 1 1 6 24 0
2003 2018 1 1 6 8 0
2004 2018 1 1 6 18 0
2005 2018 1 1 6 3 0
2008 2018 1 1 6 1 0
2014 2018 1 1 6 6 0
2016 2018 1 1 6 1 0
2017 2018 1 1 6 1 0
1996 2019 1 1 6 37 0
1997 2019 1 1 6 24 0
1998 2019 1 1 6 29 0
1999 2019 1 1 6 15 0
2000 2019 1 1 6 24 0
2003 2019 1 1 6 8 0
2004 2019 1 1 6 18 0
2005 2019 1 1 6 3 0
2008 2019 1 1 6 1 0
2014 2019 1 1 6 6 0
2016 2019 1 1 6 1 0
2017 2019 1 1 6 1 0
1996 2020 1 1 6 37 0
1997 2020 1 1 6 24 0
1998 2020 1 1 6 29 0
1999 2020 1 1 6 15 0
2000 2020 1 1 6 24 0
2003 2020 1 1 6 8 0
2004 2020 1 1 6 18 0
2005 2020 1 1 6 3 0
2008 2020 1 1 6 1 0
2014 2020 1 1 6 6 0
2016 2020 1 1 6 1 0
2017 2020 1 1 6 1 0
2019 2020 1 1 6 8 0
1995 1996 2 1 6 1 0
1995 1997 2 1 6 1 0
1996 1997 2 1 6 48 0
1995 1998 2 1 6 1 0
1996 1998 2 1 6 48 0
1997 1998 2 1 6 2 0
1995 1999 2 1 6 1 0
1996 1999 2 1 6 48 0
1997 1999 2 1 6 2 0
1998 1999 2 1 6 31 0
1995 2000 2 1 6 1 0
1996 2000 2 1 6 48 0
1997 2000 2 1 6 2 0
1998 2000 2 1 6 31 0
1999 2000 2 1 6 19 0
1995 2001 2 1 6 1 0
1996 2001 2 1 6 48 0
1997 2001 2 1 6 2 0
1998 2001 2 1 6 31 0
1999 2001 2 1 6 19 0
2000 2001 2 1 6 39 0
1995 2002 2 1 6 1 0
1996 2002 2 1 6 48 0
1997 2002 2 1 6 2 0
1998 2002 2 1 6 31 0
1999 2002 2 1 6 19 0
2000 2002 2 1 6 39 0
2001 2002 2 1 6 1 0
1995 2003 2 1 6 1 0
1996 2003 2 1 6 48 0
1997 2003 2 1 6 2 0
1998 2003 2 1 6 31 0
1999 2003 2 1 6 19 0
2000 2003 2 1 6 39 0
2001 2003 2 1 6 1 0
1995 2004 2 1 6 1 0
1996 2004 2 1 6 48 0
1997 2004 2 1 6 2 0
1998 2004 2 1 6 31 0
1999 2004 2 1 6 19 0
2000 2004 2 1 6 39 0
2001 2004 2 1 6 1 0
2003 2004 2 1 6 3 0
1995 2005 2 1 6 1 0
1996 2005 2 1 6 48 0
1997 2005 2 1 6 2 0
1998 2005 2 1 6 31 0
1999 2005 2 1 6 19 0
2000 2005 2 1 6 39 0
2001 2005 2 1 6 1 0
2003 2005 2 1 6 3 0
2004 2005 2 1 6 16 0
1995 2006 2 1 6 1 0
1996 2006 2 1 6 48 0
1997 2006 2 1 6 2 0
1998 2006 2 1 6 31 0
1999 2006 2 1 6 19 0
2000 2006 2 1 6 39 0
2001 2006 2 1 6 1 0
2003 2006 2 1 6 3 0
2004 2006 2 1 6 16 0
1995 2007 2 1 6 1 0
1996 2007 2 1 6 48 0
1997 2007 2 1 6 2 0
1998 2007 2 1 6 31 0
1999 2007 2 1 6 19 0
2000 2007 2 1 6 39 0
2001 2007 2 1 6 1 0
2003 2007 2 1 6 3 0
2004 2007 2 1 6 16 0
2006 2007 2 1 6 1 0
1995 2008 2 1 6 1 0
1996 2008 2 1 6 48 0
1997 2008 2 1 6 2 0
1998 2008 2 1 6 31 0
1999 2008 2 1 6 19 0
2000 2008 2 1 6 39 0
2001 2008 2 1 6 1 0
2003 2008 2 1 6 3 0
2004 2008 2 1 6 16 0
2006 2008 2 1 6 1 0
2007 2008 2 1 6 1 0
1995 2009 2 1 6 1 0
1996 2009 2 1 6 48 0
1997 2009 2 1 6 2 0
1998 2009 2 1 6 31 0
1999 2009 2 1 6 19 0
2000 2009 2 1 6 39 0
2001 2009 2 1 6 1 0
2003 2009 2 1 6 3 0
2004 2009 2 1 6 16 0
2006 2009 2 1 6 1 0
2007 2009 2 1 6 1 0
1995 2010 2 1 6 1 0
1996 2010 2 1 6 48 0
1997 2010 2 1 6 2 0
1998 2010 2 1 6 31 0
1999 2010 2 1 6 19 0
2000 2010 2 1 6 39 0
2001 2010 2 1 6 1 0
2003 2010 2 1 6 3 0
2004 2010 2 1 6 16 0
2006 2010 2 1 6 1 0
2007 2010 2 1 6 1 0
2009 2010 2 1 6 1 0
1995 2011 2 1 6 1 0
1996 2011 2 1 6 48 0
1997 2011 2 1 6 2 0
1998 2011 2 1 6 31 0
1999 2011 2 1 6 19 0
2000 2011 2 1 6 39 0
2001 2011 2 1 6 1 0
2003 2011 2 1 6 3 0
2004 2011 2 1 6 16 0
2006 2011 2 1 6 1 0
2007 2011 2 1 6 1 0
2009 2011 2 1 6 1 0
1995 2012 2 1 6 1 0
1996 2012 2 1 6 48 0
1997 2012 2 1 6 2 0
1998 2012 2 1 6 31 0
1999 2012 2 1 6 19 0
2000 2012 2 1 6 39 0
2001 2012 2 1 6 1 0
2003 2012 2 1 6 3 0
2004 2012 2 1 6 16 0
2006 2012 2 1 6 1 0
2007 2012 2 1 6 1 0
2009 2012 2 1 6 1 0
2011 2012 2 1 6 1 0
1995 2013 2 1 6 1 0
1996 2013 2 1 6 48 0
1997 2013 2 1 6 2 0
1998 2013 2 1 6 31 0
1999 2013 2 1 6 19 0
2000 2013 2 1 6 39 0
2001 2013 2 1 6 1 0
2003 2013 2 1 6 3 0
2004 2013 2 1 6 16 0
2006 2013 2 1 6 1 0
2007 2013 2 1 6 1 0
2009 2013 2 1 6 1 0
2011 2013 2 1 6 1 0
1995 2014 2 1 6 1 0
1996 2014 2 1 6 48 0
1997 2014 2 1 6 2 0
1998 2014 2 1 6 31 0
1999 2014 2 1 6 19 0
2000 2014 2 1 6 39 0
2001 2014 2 1 6 1 0
2003 2014 2 1 6 3 0
2004 2014 2 1 6 16 0
2006 2014 2 1 6 1 0
2007 2014 2 1 6 1 0
2009 2014 2 1 6 1 0
2011 2014 2 1 6 1 0
2013 2014 2 1 6 1 0
1995 2015 2 1 6 1 0
1996 2015 2 1 6 48 0
1997 2015 2 1 6 2 0
1998 2015 2 1 6 31 0
1999 2015 2 1 6 19 0
2000 2015 2 1 6 39 0
2001 2015 2 1 6 1 0
2003 2015 2 1 6 3 0
2004 2015 2 1 6 16 0
2006 2015 2 1 6 1 0
2007 2015 2 1 6 1 0
2009 2015 2 1 6 1 0
2011 2015 2 1 6 1 0
2013 2015 2 1 6 1 0
1995 2016 2 1 6 1 0
1996 2016 2 1 6 48 0
1997 2016 2 1 6 2 0
1998 2016 2 1 6 31 0
1999 2016 2 1 6 19 0
2000 2016 2 1 6 39 0
2001 2016 2 1 6 1 0
2003 2016 2 1 6 3 0
2004 2016 2 1 6 16 0
2006 2016 2 1 6 1 0
2007 2016 2 1 6 1 0
2009 2016 2 1 6 1 0
2011 2016 2 1 6 1 0
2013 2016 2 1 6 1 0
2015 2016 2 1 6 2 0
1995 2017 2 1 6 1 0
1996 2017 2 1 6 48 0
1997 2017 2 1 6 2 0
1998 2017 2 1 6 31 0
1999 2017 2 1 6 19 0
2000 2017 2 1 6 39 0
2001 2017 2 1 6 1 0
2003 2017 2 1 6 3 0
2004 2017 2 1 6 16 0
2006 2017 2 1 6 1 0
2007 2017 2 1 6 1 0
2009 2017 2 1 6 1 0
2011 2017 2 1 6 1 0
2013 2017 2 1 6 1 0
2015 2017 2 1 6 2 0
1995 2018 2 1 6 1 0
1996 2018 2 1 6 48 0
1997 2018 2 1 6 2 0
1998 2018 2 1 6 31 0
1999 2018 2 1 6 19 0
2000 2018 2 1 6 39 0
2001 2018 2 1 6 1 0
2003 2018 2 1 6 3 0
2004 2018 2 1 6 16 0
2006 2018 2 1 6 1 0
2007 2018 2 1 6 1 0
2009 2018 2 1 6 1 0
2011 2018 2 1 6 1 0
2013 2018 2 1 6 1 0
2015 2018 2 1 6 2 0
2017 2018 2 1 6 3 0
1995 2019 2 1 6 1 0
1996 2019 2 1 6 48 0
1997 2019 2 1 6 2 0
1998 2019 2 1 6 31 0
1999 2019 2 1 6 19 0
2000 2019 2 1 6 39 0
2001 2019 2 1 6 1 0
2003 2019 2 1 6 3 0
2004 2019 2 1 6 16 0
2006 2019 2 1 6 1 0
2007 2019 2 1 6 1 0
2009 2019 2 1 6 1 0
2011 2019 2 1 6 1 0
2013 2019 2 1 6 1 0
2015 2019 2 1 6 2 0
2017 2019 2 1 6 3 0
1995 2020 2 1 6 1 0
1996 2020 2 1 6 48 0
1997 2020 2 1 6 2 0
1998 2020 2 1 6 31 0
1999 2020 2 1 6 19 0
2000 2020 2 1 6 39 0
2001 2020 2 1 6 1 0
2003 2020 2 1 6 3 0
2004 2020 2 1 6 16 0
2006 2020 2 1 6 1 0
2007 2020 2 1 6 1 0
2009 2020 2 1 6 1 0
2011 2020 2 1 6 1 0
2013 2020 2 1 6 1 0
2015 2020 2 1 6 2 0
2017 2020 2 1 6 3 0
2019 2020 2 1 6 5 0
1996 1997 1 2 6 37 0
1996 1998 1 2 6 37 0
1997 1998 1 2 6 24 0
1996 1999 1 2 6 37 0
1997 1999 1 2 6 24 0
1998 1999 1 2 6 29 0
1996 2000 1 2 6 37 0
1997 2000 1 2 6 24 0
1998 2000 1 2 6 29 0
1999 2000 1 2 6 15 0
1996 2001 1 2 6 37 0
1997 2001 1 2 6 24 0
1998 2001 1 2 6 29 0
1999 2001 1 2 6 15 0
2000 2001 1 2 6 24 0
1996 2002 1 2 6 37 0
1997 2002 1 2 6 24 0
1998 2002 1 2 6 29 0
1999 2002 1 2 6 15 0
2000 2002 1 2 6 24 0
1996 2003 1 2 6 37 0
1997 2003 1 2 6 24 0
1998 2003 1 2 6 29 0
1999 2003 1 2 6 15 0
2000 2003 1 2 6 24 0
1996 2004 1 2 6 37 0
1997 2004 1 2 6 24 0
1998 2004 1 2 6 29 0
1999 2004 1 2 6 15 0
2000 2004 1 2 6 24 0
2003 2004 1 2 6 8 0
1996 2005 1 2 6 37 0
1997 2005 1 2 6 24 0
1998 2005 1 2 6 29 0
1999 2005 1 2 6 15 0
2000 2005 1 2 6 24 0
2003 2005 1 2 6 8 0
2004 2005 1 2 6 18 0
1996 2006 1 2 6 37 0
1997 2006 1 2 6 24 0
1998 2006 1 2 6 29 0
1999 2006 1 2 6 15 0
2000 2006 1 2 6 24 0
2003 2006 1 2 6 8 0
2004 2006 1 2 6 18 0
2005 2006 1 2 6 3 0
1996 2007 1 2 6 37 0
1997 2007 1 2 6 24 0
1998 2007 1 2 6 29 0
1999 2007 1 2 6 15 0
2000 2007 1 2 6 24 0
2003 2007 1 2 6 8 0
2004 2007 1 2 6 18 0
2005 2007 1 2 6 3 0
1996 2008 1 2 6 37 0
1997 2008 1 2 6 24 0
1998 2008 1 2 6 29 0
1999 2008 1 2 6 15 0
2000 2008 1 2 6 24 0
2003 2008 1 2 6 8 0
2004 2008 1 2 6 18 0
2005 2008 1 2 6 3 0
1996 2009 1 2 6 37 0
1997 2009 1 2 6 24 0
1998 2009 1 2 6 29 0
1999 2009 1 2 6 15 0
2000 2009 1 2 6 24 0
2003 2009 1 2 6 8 0
2004 2009 1 2 6 18 0
2005 2009 1 2 6 3 0
2008 2009 1 2 6 1 0
1996 2010 1 2 6 37 0
1997 2010 1 2 6 24 0
1998 2010 1 2 6 29 0
1999 2010 1 2 6 15 0
2000 2010 1 2 6 24 0
2003 2010 1 2 6 8 0
2004 2010 1 2 6 18 0
2005 2010 1 2 6 3 0
2008 2010 1 2 6 1 0
1996 2011 1 2 6 37 0
1997 2011 1 2 6 24 0
1998 2011 1 2 6 29 0
1999 2011 1 2 6 15 0
2000 2011 1 2 6 24 0
2003 2011 1 2 6 8 0
2004 2011 1 2 6 18 0
2005 2011 1 2 6 3 0
2008 2011 1 2 6 1 0
1996 2012 1 2 6 37 0
1997 2012 1 2 6 24 0
1998 2012 1 2 6 29 0
1999 2012 1 2 6 15 0
2000 2012 1 2 6 24 0
2003 2012 1 2 6 8 0
2004 2012 1 2 6 18 0
2005 2012 1 2 6 3 0
2008 2012 1 2 6 1 0
1996 2013 1 2 6 37 0
1997 2013 1 2 6 24 0
1998 2013 1 2 6 29 0
1999 2013 1 2 6 15 0
2000 2013 1 2 6 24 0
2003 2013 1 2 6 8 0
2004 2013 1 2 6 18 0
2005 2013 1 2 6 3 0
2008 2013 1 2 6 1 0
1996 2014 1 2 6 37 0
1997 2014 1 2 6 24 0
1998 2014 1 2 6 29 0
1999 2014 1 2 6 15 0
2000 2014 1 2 6 24 0
2003 2014 1 2 6 8 0
2004 2014 1 2 6 18 0
2005 2014 1 2 6 3 0
2008 2014 1 2 6 1 0
1996 2015 1 2 6 37 0
1997 2015 1 2 6 24 0
1998 2015 1 2 6 29 0
1999 2015 1 2 6 15 0
2000 2015 1 2 6 24 0
2003 2015 1 2 6 8 0
2004 2015 1 2 6 18 0
2005 2015 1 2 6 3 0
2008 2015 1 2 6 1 0
2014 2015 1 2 6 6 0
1996 2016 1 2 6 37 0
1997 2016 1 2 6 24 0
1998 2016 1 2 6 29 0
1999 2016 1 2 6 15 0
2000 2016 1 2 6 24 0
2003 2016 1 2 6 8 0
2004 2016 1 2 6 18 0
2005 2016 1 2 6 3 0
2008 2016 1 2 6 1 0
2014 2016 1 2 6 6 0
1996 2017 1 2 6 37 0
1997 2017 1 2 6 24 0
1998 2017 1 2 6 29 0
1999 2017 1 2 6 15 0
2000 2017 1 2 6 24 0
2003 2017 1 2 6 8 0
2004 2017 1 2 6 18 0
2005 2017 1 2 6 3 0
2008 2017 1 2 6 1 0
2014 2017 1 2 6 6 0
2016 2017 1 2 6 1 0
1996 2018 1 2 6 37 0
1997 2018 1 2 6 24 0
1998 2018 1 2 6 29 0
1999 2018 1 2 6 15 0
2000 2018 1 2 6 24 0
2003 2018 1 2 6 8 0
2004 2018 1 2 6 18 0
2005 2018 1 2 6 3 0
2008 2018 1 2 6 1 0
2014 2018 1 2 6 6 0
2016 2018 1 2 6 1 0
2017 2018 1 2 6 1 0
1996 2019 1 2 6 37 0
1997 2019 1 2 6 24 0
1998 2019 1 2 6 29 0
1999 2019 1 2 6 15 0
2000 2019 1 2 6 24 0
2003 2019 1 2 6 8 0
2004 2019 1 2 6 18 0
2005 2019 1 2 6 3 0
2008 2019 1 2 6 1 0
2014 2019 1 2 6 6 0
2016 2019 1 2 6 1 0
2017 2019 1 2 6 1 0
1996 2020 1 2 6 37 0
1997 2020 1 2 6 24 0
1998 2020 1 2 6 29 0
1999 2020 1 2 6 15 0
2000 2020 1 2 6 24 0
2003 2020 1 2 6 8 0
2004 2020 1 2 6 18 0
2005 2020 1 2 6 3 0
2008 2020 1 2 6 1 0
2014 2020 1 2 6 6 0
2016 2020 1 2 6 1 0
2017 2020 1 2 6 1 0
2019 2020 1 2 6 8 0
1995 1996 2 2 6 1 0
1995 1997 2 2 6 1 0
1996 1997 2 2 6 48 2
1995 1998 2 2 6 1 0
1996 1998 2 2 6 48 2
1997 1998 2 2 6 2 0
1995 1999 2 2 6 1 0
1996 1999 2 2 6 48 0
1997 1999 2 2 6 2 0
1998 1999 2 2 6 31 0
1995 2000 2 2 6 1 0
1996 2000 2 2 6 48 1
1997 2000 2 2 6 2 0
1998 2000 2 2 6 31 0
1999 2000 2 2 6 19 0
1995 2001 2 2 6 1 0
1996 2001 2 2 6 48 0
1997 2001 2 2 6 2 0
1998 2001 2 2 6 31 0
1999 2001 2 2 6 19 0
2000 2001 2 2 6 39 0
1995 2002 2 2 6 1 0
1996 2002 2 2 6 48 0
1997 2002 2 2 6 2 0
1998 2002 2 2 6 31 0
1999 2002 2 2 6 19 0
2000 2002 2 2 6 39 0
2001 2002 2 2 6 1 0
1995 2003 2 2 6 1 0
1996 2003 2 2 6 48 0
1997 2003 2 2 6 2 0
1998 2003 2 2 6 31 0
1999 2003 2 2 6 19 1
2000 2003 2 2 6 39 0
2001 2003 2 2 6 1 0
1995 2004 2 2 6 1 0
1996 2004 2 2 6 48 0
1997 2004 2 2 6 2 0
1998 2004 2 2 6 31 0
1999 2004 2 2 6 19 1
2000 2004 2 2 6 39 0
2001 2004 2 2 6 1 0
2003 2004 2 2 6 3 0
1995 2005 2 2 6 1 0
1996 2005 2 2 6 48 0
1997 2005 2 2 6 2 0
1998 2005 2 2 6 31 0
1999 2005 2 2 6 19 0
2000 2005 2 2 6 39 0
2001 2005 2 2 6 1 0
2003 2005 2 2 6 3 0
2004 2005 2 2 6 16 0
1995 2006 2 2 6 1 0
1996 2006 2 2 6 48 0
1997 2006 2 2 6 2 0
1998 2006 2 2 6 31 0
1999 2006 2 2 6 19 0
2000 2006 2 2 6 39 0
2001 2006 2 2 6 1 0
2003 2006 2 2 6 3 0
2004 2006 2 2 6 16 0
1995 2007 2 2 6 1 0
1996 2007 2 2 6 48 0
1997 2007 2 2 6 2 0
1998 2007 2 2 6 31 0
1999 2007 2 2 6 19 1
2000 2007 2 2 6 39 0
2001 2007 2 2 6 1 0
2003 2007 2 2 6 3 0
2004 2007 2 2 6 16 0
2006 2007 2 2 6 1 0
1995 2008 2 2 6 1 0
1996 2008 2 2 6 48 0
1997 2008 2 2 6 2 0
1998 2008 2 2 6 31 0
1999 2008 2 2 6 19 1
2000 2008 2 2 6 39 0
2001 2008 2 2 6 1 0
2003 2008 2 2 6 3 0
2004 2008 2 2 6 16 0
2006 2008 2 2 6 1 0
2007 2008 2 2 6 1 0
1995 2009 2 2 6 1 0
1996 2009 2 2 6 48 0
1997 2009 2 2 6 2 0
1998 2009 2 2 6 31 0
1999 2009 2 2 6 19 0
2000 2009 2 2 6 39 0
2001 2009 2 2 6 1 0
2003 2009 2 2 6 3 0
2004 2009 2 2 6 16 0
2006 2009 2 2 6 1 0
2007 2009 2 2 6 1 0
1995 2010 2 2 6 1 0
1996 2010 2 2 6 48 0
1997 2010 2 2 6 2 0
1998 2010 2 2 6 31 0
1999 2010 2 2 6 19 0
2000 2010 2 2 6 39 0
2001 2010 2 2 6 1 0
2003 2010 2 2 6 3 0
2004 2010 2 2 6 16 0
2006 2010 2 2 6 1 0
2007 2010 2 2 6 1 0
2009 2010 2 2 6 1 0
1995 2011 2 2 6 1 0
1996 2011 2 2 6 48 0
1997 2011 2 2 6 2 0
1998 2011 2 2 6 31 0
1999 2011 2 2 6 19 0
2000 2011 2 2 6 39 0
2001 2011 2 2 6 1 0
2003 2011 2 2 6 3 0
2004 2011 2 2 6 16 0
2006 2011 2 2 6 1 0
2007 2011 2 2 6 1 0
2009 2011 2 2 6 1 0
1995 2012 2 2 6 1 0
1996 2012 2 2 6 48 0
1997 2012 2 2 6 2 0
1998 2012 2 2 6 31 0
1999 2012 2 2 6 19 0
2000 2012 2 2 6 39 0
2001 2012 2 2 6 1 0
2003 2012 2 2 6 3 0
2004 2012 2 2 6 16 1
2006 2012 2 2 6 1 0
2007 2012 2 2 6 1 0
2009 2012 2 2 6 1 0
2011 2012 2 2 6 1 0
1995 2013 2 2 6 1 0
1996 2013 2 2 6 48 0
1997 2013 2 2 6 2 0
1998 2013 2 2 6 31 0
1999 2013 2 2 6 19 0
2000 2013 2 2 6 39 0
2001 2013 2 2 6 1 0
2003 2013 2 2 6 3 0
2004 2013 2 2 6 16 0
2006 2013 2 2 6 1 0
2007 2013 2 2 6 1 0
2009 2013 2 2 6 1 0
2011 2013 2 2 6 1 0
1995 2014 2 2 6 1 0
1996 2014 2 2 6 48 0
1997 2014 2 2 6 2 0
1998 2014 2 2 6 31 0
1999 2014 2 2 6 19 0
2000 2014 2 2 6 39 0
2001 2014 2 2 6 1 0
2003 2014 2 2 6 3 0
2004 2014 2 2 6 16 0
2006 2014 2 2 6 1 0
2007 2014 2 2 6 1 0
2009 2014 2 2 6 1 0
2011 2014 2 2 6 1 0
2013 2014 2 2 6 1 0
1995 2015 2 2 6 1 0
1996 2015 2 2 6 48 0
1997 2015 2 2 6 2 0
1998 2015 2 2 6 31 0
1999 2015 2 2 6 19 0
2000 2015 2 2 6 39 0
2001 2015 2 2 6 1 0
2003 2015 2 2 6 3 0
2004 2015 2 2 6 16 0
2006 2015 2 2 6 1 0
2007 2015 2 2 6 1 0
2009 2015 2 2 6 1 0
2011 2015 2 2 6 1 0
2013 2015 2 2 6 1 0
1995 2016 2 2 6 1 0
1996 2016 2 2 6 48 0
1997 2016 2 2 6 2 0
1998 2016 2 2 6 31 0
1999 2016 2 2 6 19 0
2000 2016 2 2 6 39 0
2001 2016 2 2 6 1 0
2003 2016 2 2 6 3 0
2004 2016 2 2 6 16 0
2006 2016 2 2 6 1 0
2007 2016 2 2 6 1 0
2009 2016 2 2 6 1 0
2011 2016 2 2 6 1 0
2013 2016 2 2 6 1 0
2015 2016 2 2 6 2 0
1995 2017 2 2 6 1 0
1996 2017 2 2 6 48 0
1997 2017 2 2 6 2 0
1998 2017 2 2 6 31 0
1999 2017 2 2 6 19 0
2000 2017 2 2 6 39 0
2001 2017 2 2 6 1 0
2003 2017 2 2 6 3 0
2004 2017 2 2 6 16 0
2006 2017 2 2 6 1 0
2007 2017 2 2 6 1 0
2009 2017 2 2 6 1 0
2011 2017 2 2 6 1 0
2013 2017 2 2 6 1 0
2015 2017 2 2 6 2 0
1995 2018 2 2 6 1 0
1996 2018 2 2 6 48 0
1997 2018 2 2 6 2 0
1998 2018 2 2 6 31 0
1999 2018 2 2 6 19 0
2000 2018 2 2 6 39 0
2001 2018 2 2 6 1 0
2003 2018 2 2 6 3 0
2004 2018 2 2 6 16 0
2006 2018 2 2 6 1 0
2007 2018 2 2 6 1 0
2009 2018 2 2 6 1 0
2011 2018 2 2 6 1 0
2013 2018 2 2 6 1 0
2015 2018 2 2 6 2 0
2017 2018 2 2 6 3 0
1995 2019 2 2 6 1 0
1996 2019 2 2 6 48 0
1997 2019 2 2 6 2 0
1998 2019 2 2 6 31 0
1999 2019 2 2 6 19 0
2000 2019 2 2 6 39 0
2001 2019 2 2 6 1 0
2003 2019 2 2 6 3 0
2004 2019 2 2 6 16 0
2006 2019 2 2 6 1 0
2007 2019 2 2 6 1 0
2009 2019 2 2 6 1 0
2011 2019 2 2 6 1 0
2013 2019 2 2 6 1 0
2015 2019 2 2 6 2 0
2017 2019 2 2 6 3 0
1995 2020 2 2 6 1 0
1996 2020 2 2 6 48 0
1997 2020 2 2 6 2 0
1998 2020 2 2 6 31 0
1999 2020 2 2 6 19 0
2000 2020 2 2 6 39 0
2001 2020 2 2 6 1 0
2003 2020 2 2 6 3 0
2004 2020 2 2 6 16 0
2006 2020 2 2 6 1 0
2007 2020 2 2 6 1 0
2009 2020 2 2 6 1 0
2011 2020 2 2 6 1 0
2013 2020 2 2 6 1 0
2015 2020 2 2 6 2 0
2017 2020 2 2 6 3 0
2019 2020 2 2 6 5 0
1996 1997 1 1 7 47 2
1996 1998 1 1 7 47 0
1997 1998 1 1 7 46 0
1996 1999 1 1 7 47 0
1997 1999 1 1 7 46 0
1998 1999 1 1 7 37 0
1996 2000 1 1 7 47 0
1997 2000 1 1 7 46 0
1998 2000 1 1 7 37 0
1999 2000 1 1 7 28 0
1996 2001 1 1 7 47 0
1997 2001 1 1 7 46 0
1998 2001 1 1 7 37 0
1999 2001 1 1 7 28 0
2000 2001 1 1 7 32 0
1996 2002 1 1 7 47 0
1997 2002 1 1 7 46 0
1998 2002 1 1 7 37 0
1999 2002 1 1 7 28 0
2000 2002 1 1 7 32 0
1996 2003 1 1 7 47 0
1997 2003 1 1 7 46 0
1998 2003 1 1 7 37 0
1999 2003 1 1 7 28 0
2000 2003 1 1 7 32 0
2002 2003 1 1 7 3 0
1996 2004 1 1 7 47 0
1997 2004 1 1 7 46 0
1998 2004 1 1 7 37 0
1999 2004 1 1 7 28 0
2000 2004 1 1 7 32 0
2002 2004 1 1 7 3 0
2003 2004 1 1 7 12 0
1996 2005 1 1 7 47 0
1997 2005 1 1 7 46 0
1998 2005 1 1 7 37 0
1999 2005 1 1 7 28 0
2000 2005 1 1 7 32 0
2002 2005 1 1 7 3 0
2003 2005 1 1 7 12 0
2004 2005 1 1 7 38 0
1996 2006 1 1 7 47 0
1997 2006 1 1 7 46 0
1998 2006 1 1 7 37 0
1999 2006 1 1 7 28 0
2000 2006 1 1 7 32 0
2002 2006 1 1 7 3 0
2003 2006 1 1 7 12 0
2004 2006 1 1 7 38 0
2005 2006 1 1 7 21 0
1996 2007 1 1 7 47 0
1997 2007 1 1 7 46 0
1998 2007 1 1 7 37 0
1999 2007 1 1 7 28 0
2000 2007 1 1 7 32 0
2002 2007 1 1 7 3 0
2003 2007 1 1 7 12 0
2004 2007 1 1 7 38 0
2005 2007 1 1 7 21 0
1996 2008 1 1 7 47 0
1997 2008 1 1 7 46 0
1998 2008 1 1 7 37 0
1999 2008 1 1 7 28 0
2000 2008 1 1 7 32 0
2002 2008 1 1 7 3 0
2003 2008 1 1 7 12 0
2004 2008 1 1 7 38 0
2005 2008 1 1 7 21 0
1996 2009 1 1 7 47 0
1997 2009 1 1 7 46 0
1998 2009 1 1 7 37 0
1999 2009 1 1 7 28 0
2000 2009 1 1 7 32 0
2002 2009 1 1 7 3 0
2003 2009 1 1 7 12 0
2004 2009 1 1 7 38 0
2005 2009 1 1 7 21 0
2008 2009 1 1 7 8 0
1996 2010 1 1 7 47 0
1997 2010 1 1 7 46 0
1998 2010 1 1 7 37 0
1999 2010 1 1 7 28 0
2000 2010 1 1 7 32 0
2002 2010 1 1 7 3 0
2003 2010 1 1 7 12 0
2004 2010 1 1 7 38 0
2005 2010 1 1 7 21 0
2008 2010 1 1 7 8 0
1996 2011 1 1 7 47 0
1997 2011 1 1 7 46 0
1998 2011 1 1 7 37 0
1999 2011 1 1 7 28 0
2000 2011 1 1 7 32 0
2002 2011 1 1 7 3 0
2003 2011 1 1 7 12 0
2004 2011 1 1 7 38 0
2005 2011 1 1 7 21 0
2008 2011 1 1 7 8 0
1996 2012 1 1 7 47 0
1997 2012 1 1 7 46 0
1998 2012 1 1 7 37 0
1999 2012 1 1 7 28 0
2000 2012 1 1 7 32 0
2002 2012 1 1 7 3 0
2003 2012 1 1 7 12 0
2004 2012 1 1 7 38 0
